,field_office,Applications Received2,Approved3,Denied4,Pending5,quarter,state,code,year,fy
143,Kansas City,"1,266",959,67,"1,749","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Missouri,KAN,2016.0,FY 2016
145,St. Louis,888,615, D ,"2,301","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Missouri,STL,2016.0,FY 2016
149,Helena,93,75, D ,133,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Montana,HEL,2016.0,FY 2016
153,Omaha,993,790,109,"1,461","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Nebraska,OMA,2016.0,FY 2016
157,Las Vegas,"2,960","1,694",213,"4,789","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Nevada,LVG,2016.0,FY 2016
159,Reno,454,284,44,640,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Nevada,REN,2016.0,FY 2016
163,Manchester,541,332,23,723,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",New Hampshire,MAN,2016.0,FY 2016
167,Mount Laurel,"2,377","1,632",185,"3,651","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New Jersey,MTL,2016.0,FY 2016
169,Newark,"11,372","7,959",694,"17,994","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New Jersey,NEW,2016.0,FY 2016
173,Albuquerque,571,472,32,983,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",New Mexico,ABQ,2016.0,FY 2016
177,Albany,757,589,46,"1,306","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New York,ALB,2016.0,FY 2016
179,Buffalo,"1,434","1,034",226,"2,522","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New York,BUF,2016.0,FY 2016
181,Long Island,"6,519","3,002",261,"14,563","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New York,LNY,2016.0,FY 2016
183,New York,"16,209","9,388","1,784","36,480","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New York,NYC,2016.0,FY 2016
185,Queens,"5,639","3,479",652,"12,730","FY 2016, 2nd Q, Jan. 1-March 31, 2016",New York,QNS,2016.0,FY 2016
189,Charlotte,"2,216","1,764",127,"3,161","FY 2016, 2nd Q, Jan. 1-March 31, 2016",North Carolina,CLT,2016.0,FY 2016
191,Raleigh,"1,915","1,422",77,"2,496","FY 2016, 2nd Q, Jan. 1-March 31, 2016",North Carolina,RAL,2016.0,FY 2016
195,Cincinnati,857,568,38,"1,211","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Ohio,CIN,2016.0,FY 2016
197,Cleveland,"1,182",868,104,"1,665","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Ohio,CLE,2016.0,FY 2016
199,Columbus,"1,408",980,92,"2,019","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Ohio,CLM,2016.0,FY 2016
203,Oklahoma City,"1,160","1,187",79,"1,744","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Oklahoma,OKC,2016.0,FY 2016
207,Portland,"2,143","2,916",128,"3,541","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Oregon,POO,2016.0,FY 2016
211,Philadelphia,"5,584","3,381",463,"9,913","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Pennsylvania,PHI,2016.0,FY 2016
213,Pittsburgh,893,598,25,"1,756","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Pennsylvania,PIT,2016.0,FY 2016
217,Providence,987,591,80,"1,424","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Rhode Island,PRO,2016.0,FY 2016
221,Charleston,"1,231",880,73,"2,163","FY 2016, 2nd Q, Jan. 1-March 31, 2016",South Carolina,CHS,2016.0,FY 2016
225,Memphis,"2,065","1,714",179,"3,778","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Tennessee,MEM,2016.0,FY 2016
229,Dallas,"7,559","5,105",644,"13,666","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Texas,DAL,2016.0,FY 2016
231,El Paso,"1,759","1,287",118,"2,998","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Texas,ELP,2016.0,FY 2016
233,Harlingen,"1,106",901,107,"2,038","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Texas,HLG,2016.0,FY 2016
235,Houston,"7,924","5,982",551,"15,430","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Texas,HOU,2016.0,FY 2016
237,San Antonio,"3,562","2,101",211,"6,914","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Texas,SNA,2016.0,FY 2016
241,Salt Lake City,"1,381","1,051",99,"1,938","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Utah,SLC,2016.0,FY 2016
245,St. Albans,231,149, D ,381,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Vermont,STA,2016.0,FY 2016
249,Norfolk,"1,490",985,95,"3,043","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Virginia,NOR,2016.0,FY 2016
253,Seattle,"4,611","6,706",345,"7,687","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Washington,SEA,2016.0,FY 2016
255,Spokane,346,190,18,512,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Washington,SPO,2016.0,FY 2016
257,Yakima,490,408,22,658,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Washington,YAK,2016.0,FY 2016
261,Milwaukee,"1,176",918,100,"1,673","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Wisconsin,MIL,2016.0,FY 2016
269,Hagatna,260,143,19,444,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",Guam,AGA,2016.0,FY 2016
273,Charlotte Amalie,107,103,22,164,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",U.S. Virgin Islands,CHA,2016.0,FY 2016
275,Christiansted,88,59, D ,148,"FY 2016, 2nd Q, Jan. 1-March 31, 2016",U.S. Virgin Islands,CHR,2016.0,FY 2016
279,San Juan,872,591,127,"1,599","FY 2016, 2nd Q, Jan. 1-March 31, 2016",Puerto Rico,SAJ,2016.0,FY 2016
11,Anchorage,295,210,32,741,"FY 2016, 3rd Q, April 1-June 30, 2016",Alaska,ANC,2016.0,FY 2016
15,Phoenix,"3,856","1,633",306,"7,998","FY 2016, 3rd Q, April 1-June 30, 2016",Arizona,PHO,2016.0,FY 2016
17,Tucson,948,481,80,"1,471","FY 2016, 3rd Q, April 1-June 30, 2016",Arizona,TUC,2016.0,FY 2016
21,Fort Smith,483,389,21,734,"FY 2016, 3rd Q, April 1-June 30, 2016",Arkansas,FSA,2016.0,FY 2016
25,Chula Vista,"1,104", -   , -   ,"1,170","FY 2016, 3rd Q, April 1-June 30, 2016",California,CVC,2016.0,FY 2016
27,Fresno,"3,319","2,267",325,"5,125","FY 2016, 3rd Q, April 1-June 30, 2016",California,FRE,2016.0,FY 2016
29,Imperial,582,356,30,843,"FY 2016, 3rd Q, April 1-June 30, 2016",California,IMP,2016.0,FY 2016
31,Los Angeles,"6,124","4,514",407,"9,205","FY 2016, 3rd Q, April 1-June 30, 2016",California,LOS,2016.0,FY 2016
33,Los Angeles County,"7,533","4,398",587,"12,469","FY 2016, 3rd Q, April 1-June 30, 2016",California,LAC,2016.0,FY 2016
35,Sacramento,"3,935","3,242",286,"6,551","FY 2016, 3rd Q, April 1-June 30, 2016",California,SAC,2016.0,FY 2016
37,San Bernardino,"5,752","3,234",439,"8,868","FY 2016, 3rd Q, April 1-June 30, 2016",California,SBD,2016.0,FY 2016
39,San Diego,"3,880","1,846",235,"10,914","FY 2016, 3rd Q, April 1-June 30, 2016",California,SND,2016.0,FY 2016
41,San Fernando Valley,"4,798","4,044",299,"8,363","FY 2016, 3rd Q, April 1-June 30, 2016",California,SFV,2016.0,FY 2016
43,San Francisco,"8,106","5,024",300,"16,579","FY 2016, 3rd Q, April 1-June 30, 2016",California,SFR,2016.0,FY 2016
45,San Jose,"5,098","3,282",232,"9,573","FY 2016, 3rd Q, April 1-June 30, 2016",California,SNJ,2016.0,FY 2016
47,Santa Ana,"5,232","3,149",590,"9,783","FY 2016, 3rd Q, April 1-June 30, 2016",California,SAA,2016.0,FY 2016
51,Denver,"3,193","2,375",411,"5,461","FY 2016, 3rd Q, April 1-June 30, 2016",Colorado,DEN,2016.0,FY 2016
55,Hartford,"3,385","2,500",264,"5,755","FY 2016, 3rd Q, April 1-June 30, 2016",Connecticut,HAR,2016.0,FY 2016
59,Dover AFB, -   , -   , -   , -   ,"FY 2016, 3rd Q, April 1-June 30, 2016",Delaware,DVD,2016.0,FY 2016
63,Washington,"6,581","5,167",525,"14,555","FY 2016, 3rd Q, April 1-June 30, 2016",District of Columbia,WAS,2016.0,FY 2016
67,Hialeah,"7,144","4,347",412,"10,596","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,HIA,2016.0,FY 2016
69,Jacksonville,"1,609","1,473",118,"3,406","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,JAC,2016.0,FY 2016
71,Kendall,"6,699","3,990",396,"10,137","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,KND,2016.0,FY 2016
73,Miami,"6,377","3,759",548,"10,260","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,MIA,2016.0,FY 2016
75,Oakland Park,"6,168","3,022",541,"9,855","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,OKL,2016.0,FY 2016
77,Orlando,"4,325","2,547",366,"7,728","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,ORL,2016.0,FY 2016
79,Tampa,"5,104","2,941",312,"8,809","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,TAM,2016.0,FY 2016
81,West Palm Beach,"3,615","2,768",381,"5,228","FY 2016, 3rd Q, April 1-June 30, 2016",Florida,WPB,2016.0,FY 2016
85,Atlanta,"7,275","5,454",548,"12,906","FY 2016, 3rd Q, April 1-June 30, 2016",Georgia,ATL,2016.0,FY 2016
89,Honolulu,"1,367","1,038",52,"1,867","FY 2016, 3rd Q, April 1-June 30, 2016",Hawaii,HHW,2016.0,FY 2016
93,Boise,534,386,35,824,"FY 2016, 3rd Q, April 1-June 30, 2016",Idaho,BOI,2016.0,FY 2016
97,Chicago,"8,837","6,725",538,"17,415","FY 2016, 3rd Q, April 1-June 30, 2016",Illinois,CHI,2016.0,FY 2016
101,Indianapolis,"1,600","1,228",85,"2,598","FY 2016, 3rd Q, April 1-June 30, 2016",Indiana,INP,2016.0,FY 2016
105,Des Moines,941,452,75,"2,603","FY 2016, 3rd Q, April 1-June 30, 2016",Iowa,DSM,2016.0,FY 2016
109,Wichita,444,269,18,779,"FY 2016, 3rd Q, April 1-June 30, 2016",Kansas,WIC,2016.0,FY 2016
113,Louisville,"1,017",808,78,"1,662","FY 2016, 3rd Q, April 1-June 30, 2016",Kentucky,LOU,2016.0,FY 2016
117,New Orleans,"1,262",951,63,"2,155","FY 2016, 3rd Q, April 1-June 30, 2016",Louisiana,NOL,2016.0,FY 2016
121,Portland,263,351, D ,388,"FY 2016, 3rd Q, April 1-June 30, 2016",Maine,POO,2016.0,FY 2016
125,Baltimore,"6,366","3,474",471,"14,235","FY 2016, 3rd Q, April 1-June 30, 2016",Maryland,BAL,2016.0,FY 2016
129,Boston,"5,911","4,834",449,"10,616","FY 2016, 3rd Q, April 1-June 30, 2016",Massachusetts,BOS,2016.0,FY 2016
131,Lawrence,"2,724","1,824",254,"5,002","FY 2016, 3rd Q, April 1-June 30, 2016",Massachusetts,LAW,2016.0,FY 2016
135,Detroit,"4,175","3,735",420,"7,518","FY 2016, 3rd Q, April 1-June 30, 2016",Michigan,DET,2016.0,FY 2016
139,St. Paul,"3,885","2,617",245,"9,300","FY 2016, 3rd Q, April 1-June 30, 2016",Minnesota,SPM,2016.0,FY 2016
143,Kansas City,"1,433",938,49,"2,197","FY 2016, 3rd Q, April 1-June 30, 2016",Missouri,KAN,2016.0,FY 2016
145,St. Louis,766,414,19,"2,669","FY 2016, 3rd Q, April 1-June 30, 2016",Missouri,STL,2016.0,FY 2016
149,Helena,101,73, D ,155,"FY 2016, 3rd Q, April 1-June 30, 2016",Montana,HEL,2016.0,FY 2016
153,Omaha,994,905,141,"1,436","FY 2016, 3rd Q, April 1-June 30, 2016",Nebraska,OMA,2016.0,FY 2016
157,Las Vegas,"3,331","1,870",270,"6,058","FY 2016, 3rd Q, April 1-June 30, 2016",Nevada,LVG,2016.0,FY 2016
159,Reno,411,278,27,813,"FY 2016, 3rd Q, April 1-June 30, 2016",Nevada,REN,2016.0,FY 2016
163,Manchester,549,346,33,904,"FY 2016, 3rd Q, April 1-June 30, 2016",New Hampshire,MAN,2016.0,FY 2016
167,Mount Laurel,"2,693","1,986",170,"4,039","FY 2016, 3rd Q, April 1-June 30, 2016",New Jersey,MTL,2016.0,FY 2016
169,Newark,"13,364","8,349",650,"23,036","FY 2016, 3rd Q, April 1-June 30, 2016",New Jersey,NEW,2016.0,FY 2016
173,Albuquerque,672,427,27,"1,209","FY 2016, 3rd Q, April 1-June 30, 2016",New Mexico,ABQ,2016.0,FY 2016
177,Albany,744,495,54,"1,522","FY 2016, 3rd Q, April 1-June 30, 2016",New York,ALB,2016.0,FY 2016
179,Buffalo,"1,527","1,147",183,"2,740","FY 2016, 3rd Q, April 1-June 30, 2016",New York,BUF,2016.0,FY 2016
181,Long Island,"7,816","3,824",410,"15,188","FY 2016, 3rd Q, April 1-June 30, 2016",New York,LNY,2016.0,FY 2016
183,New York,"21,187","13,869","2,284","44,979","FY 2016, 3rd Q, April 1-June 30, 2016",New York,NYC,2016.0,FY 2016
185,Queens,"6,986","3,682",679,"12,428","FY 2016, 3rd Q, April 1-June 30, 2016",New York,QNS,2016.0,FY 2016
189,Charlotte,"2,373","1,857",149,"3,571","FY 2016, 3rd Q, April 1-June 30, 2016",North Carolina,CLT,2016.0,FY 2016
191,Raleigh,"2,009","1,557",82,"2,903","FY 2016, 3rd Q, April 1-June 30, 2016",North Carolina,RAL,2016.0,FY 2016
195,Cincinnati,783,615,41,"1,340","FY 2016, 3rd Q, April 1-June 30, 2016",Ohio,CIN,2016.0,FY 2016
197,Cleveland,"1,111","1,031",102,"1,671","FY 2016, 3rd Q, April 1-June 30, 2016",Ohio,CLE,2016.0,FY 2016
199,Columbus,"1,427",956,106,"2,390","FY 2016, 3rd Q, April 1-June 30, 2016",Ohio,CLM,2016.0,FY 2016
203,Oklahoma City,"1,102",579,78,"2,192","FY 2016, 3rd Q, April 1-June 30, 2016",Oklahoma,OKC,2016.0,FY 2016
207,Portland,"2,228","2,227",155,"3,450","FY 2016, 3rd Q, April 1-June 30, 2016",Oregon,POO,2016.0,FY 2016
211,Philadelphia,"6,269","3,862",586,"11,942","FY 2016, 3rd Q, April 1-June 30, 2016",Pennsylvania,PHI,2016.0,FY 2016
213,Pittsburgh,860,904,21,"1,655","FY 2016, 3rd Q, April 1-June 30, 2016",Pennsylvania,PIT,2016.0,FY 2016
217,Providence,"1,149",816,67,"1,751","FY 2016, 3rd Q, April 1-June 30, 2016",Rhode Island,PRO,2016.0,FY 2016
221,Charleston,"1,180","1,022",117,"2,307","FY 2016, 3rd Q, April 1-June 30, 2016",South Carolina,CHS,2016.0,FY 2016
225,Memphis,"2,143","1,708",132,"4,096","FY 2016, 3rd Q, April 1-June 30, 2016",Tennessee,MEM,2016.0,FY 2016
229,Dallas,"8,050","4,667",659,"16,578","FY 2016, 3rd Q, April 1-June 30, 2016",Texas,DAL,2016.0,FY 2016
231,El Paso,"2,215",608,105,"4,446","FY 2016, 3rd Q, April 1-June 30, 2016",Texas,ELP,2016.0,FY 2016
233,Harlingen,"1,522",949,127,"2,533","FY 2016, 3rd Q, April 1-June 30, 2016",Texas,HLG,2016.0,FY 2016
235,Houston,"9,147","5,238",507,"18,890","FY 2016, 3rd Q, April 1-June 30, 2016",Texas,HOU,2016.0,FY 2016
237,San Antonio,"4,193","3,519",201,"7,474","FY 2016, 3rd Q, April 1-June 30, 2016",Texas,SNA,2016.0,FY 2016
241,Salt Lake City,"1,306","1,004",66,"2,185","FY 2016, 3rd Q, April 1-June 30, 2016",Utah,SLC,2016.0,FY 2016
245,St. Albans,208,199, D ,391,"FY 2016, 3rd Q, April 1-June 30, 2016",Vermont,STA,2016.0,FY 2016
249,Norfolk,"1,429","1,154",113,"3,278","FY 2016, 3rd Q, April 1-June 30, 2016",Virginia,NOR,2016.0,FY 2016
253,Seattle,"4,484","4,079",354,"7,737","FY 2016, 3rd Q, April 1-June 30, 2016",Washington,SEA,2016.0,FY 2016
255,Spokane,269,274,12,613,"FY 2016, 3rd Q, April 1-June 30, 2016",Washington,SPO,2016.0,FY 2016
257,Yakima,602,423,28,833,"FY 2016, 3rd Q, April 1-June 30, 2016",Washington,YAK,2016.0,FY 2016
261,Milwaukee,"1,313",857,87,"2,053","FY 2016, 3rd Q, April 1-June 30, 2016",Wisconsin,MIL,2016.0,FY 2016
269,Hagatna,220,248,13,382,"FY 2016, 3rd Q, April 1-June 30, 2016",Guam,AGA,2016.0,FY 2016
273,Charlotte Amalie,137,47,21,215,"FY 2016, 3rd Q, April 1-June 30, 2016",U.S. Virgin Islands,CHA,2016.0,FY 2016
275,Christiansted,78, -   , D ,228,"FY 2016, 3rd Q, April 1-June 30, 2016",U.S. Virgin Islands,CHR,2016.0,FY 2016
279,San Juan,"1,007",757,82,"1,761","FY 2016, 3rd Q, April 1-June 30, 2016",Puerto Rico,SAJ,2016.0,FY 2016
11,Anchorage,295,264,74,633,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Alaska,ANC,2016.0,FY 2016
15,Phoenix,"3,308","3,222",463,"7,641","FY 2016, 4th Q, July 1-Sept. 30, 2016",Arizona,PHO,2016.0,FY 2016
17,Tucson,943,528,96,"1,874","FY 2016, 4th Q, July 1-Sept. 30, 2016",Arizona,TUC,2016.0,FY 2016
21,Fort Smith,435,357,18,803,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Arkansas,FSA,2016.0,FY 2016
25,Chula Vista, -   , -   , -   , -   ,"FY 2016, 4th Q, July 1-Sept. 30, 2016",California,CVC,2016.0,FY 2016
27,Fresno,"2,922","1,829",304,"6,098","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,FRE,2016.0,FY 2016
29,Imperial,535,336,45,995,"FY 2016, 4th Q, July 1-Sept. 30, 2016",California,IMP,2016.0,FY 2016
31,Los Angeles,"5,535","4,383",335,"10,201","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,LOS,2016.0,FY 2016
33,Los Angeles County,"6,311","5,527",686,"12,956","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,LAC,2016.0,FY 2016
35,Sacramento,"3,902","2,977",248,"7,274","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SAC,2016.0,FY 2016
37,San Bernardino,"4,862","3,682",473,"9,695","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SBD,2016.0,FY 2016
39,San Diego,"4,434","6,791",388,"9,408","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SND,2016.0,FY 2016
41,San Fernando Valley,"4,416","4,269",254,"8,330","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SFV,2016.0,FY 2016
43,San Francisco,"7,761","9,276",397,"14,869","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SFR,2016.0,FY 2016
45,San Jose,"4,688","4,529",262,"9,586","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SNJ,2016.0,FY 2016
47,Santa Ana,"4,727","4,665",518,"9,424","FY 2016, 4th Q, July 1-Sept. 30, 2016",California,SAA,2016.0,FY 2016
51,Denver,"2,739","2,191",488,"5,601","FY 2016, 4th Q, July 1-Sept. 30, 2016",Colorado,DEN,2016.0,FY 2016
55,Hartford,"2,925","2,216",353,"6,166","FY 2016, 4th Q, July 1-Sept. 30, 2016",Connecticut,HAR,2016.0,FY 2016
59,Dover AFB, -   , -   , -   , -   ,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Delaware,DVD,2016.0,FY 2016
63,Washington,"5,516","6,359",743,"13,045","FY 2016, 4th Q, July 1-Sept. 30, 2016",District of Columbia,WAS,2016.0,FY 2016
67,Hialeah,"5,718","4,519",742,"11,607","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,HIA,2016.0,FY 2016
69,Jacksonville,"1,422","1,658",170,"3,041","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,JAC,2016.0,FY 2016
71,Kendall,"5,459","4,634",345,"11,261","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,KND,2016.0,FY 2016
73,Miami,"5,155","4,088",527,"10,392","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,MIA,2016.0,FY 2016
75,Oakland Park,"4,765","3,477",543,"9,730","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,OKL,2016.0,FY 2016
77,Orlando,"3,707","3,432",580,"7,494","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,ORL,2016.0,FY 2016
79,Tampa,"3,884","3,844",474,"7,972","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,TAM,2016.0,FY 2016
81,West Palm Beach,"3,185","1,898",476,"6,068","FY 2016, 4th Q, July 1-Sept. 30, 2016",Florida,WPB,2016.0,FY 2016
85,Atlanta,"6,427","5,486",493,"13,758","FY 2016, 4th Q, July 1-Sept. 30, 2016",Georgia,ATL,2016.0,FY 2016
89,Honolulu,"1,249",705,106,"2,360","FY 2016, 4th Q, July 1-Sept. 30, 2016",Hawaii,HHW,2016.0,FY 2016
93,Boise,453,455,24,804,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Idaho,BOI,2016.0,FY 2016
97,Chicago,"7,657","7,065",778,"17,308","FY 2016, 4th Q, July 1-Sept. 30, 2016",Illinois,CHI,2016.0,FY 2016
101,Indianapolis,"1,398","1,118",136,"2,808","FY 2016, 4th Q, July 1-Sept. 30, 2016",Indiana,INP,2016.0,FY 2016
105,Des Moines,876,853,70,"2,570","FY 2016, 4th Q, July 1-Sept. 30, 2016",Iowa,DSM,2016.0,FY 2016
109,Wichita,390,421,21,728,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Kansas,WIC,2016.0,FY 2016
113,Louisville,948,779,130,"1,926","FY 2016, 4th Q, July 1-Sept. 30, 2016",Kentucky,LOU,2016.0,FY 2016
117,New Orleans,"1,150",706,103,"2,509","FY 2016, 4th Q, July 1-Sept. 30, 2016",Louisiana,NOL,2016.0,FY 2016
121,Portland,226,186,6,416,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Maine,POO,2016.0,FY 2016
125,Baltimore,"5,439","6,633",736,"12,376","FY 2016, 4th Q, July 1-Sept. 30, 2016",Maryland,BAL,2016.0,FY 2016
129,Boston,"5,212","5,381",891,"9,656","FY 2016, 4th Q, July 1-Sept. 30, 2016",Massachusetts,BOS,2016.0,FY 2016
131,Lawrence,"2,500","2,667",356,"4,681","FY 2016, 4th Q, July 1-Sept. 30, 2016",Massachusetts,LAW,2016.0,FY 2016
135,Detroit,"3,858","3,287",598,"7,576","FY 2016, 4th Q, July 1-Sept. 30, 2016",Michigan,DET,2016.0,FY 2016
139,St. Paul,"3,426","2,227",175,"10,360","FY 2016, 4th Q, July 1-Sept. 30, 2016",Minnesota,SPM,2016.0,FY 2016
143,Kansas City,"1,326","1,015",97,"2,544","FY 2016, 4th Q, July 1-Sept. 30, 2016",Missouri,KAN,2016.0,FY 2016
145,St. Louis,746,"1,005",45,"2,407","FY 2016, 4th Q, July 1-Sept. 30, 2016",Missouri,STL,2016.0,FY 2016
149,Helena,76,80,6,165,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Montana,HEL,2016.0,FY 2016
153,Omaha,933,685,136,"1,645","FY 2016, 4th Q, July 1-Sept. 30, 2016",Nebraska,OMA,2016.0,FY 2016
157,Las Vegas,"2,586","2,734",294,"5,691","FY 2016, 4th Q, July 1-Sept. 30, 2016",Nevada,LVG,2016.0,FY 2016
159,Reno,415,333,26,818,"FY 2016, 4th Q, July 1-Sept. 30, 2016",Nevada,REN,2016.0,FY 2016
163,Manchester,484,440,39,913,"FY 2016, 4th Q, July 1-Sept. 30, 2016",New Hampshire,MAN,2016.0,FY 2016
167,Mount Laurel,"2,264","1,496",247,"4,599","FY 2016, 4th Q, July 1-Sept. 30, 2016",New Jersey,MTL,2016.0,FY 2016
169,Newark,"10,560","10,509",810,"22,415","FY 2016, 4th Q, July 1-Sept. 30, 2016",New Jersey,NEW,2016.0,FY 2016
173,Albuquerque,546,532,31,"1,134","FY 2016, 4th Q, July 1-Sept. 30, 2016",New Mexico,ABQ,2016.0,FY 2016
177,Albany,687,621,105,"1,513","FY 2016, 4th Q, July 1-Sept. 30, 2016",New York,ALB,2016.0,FY 2016
179,Buffalo,"1,232","1,095",181,"2,734","FY 2016, 4th Q, July 1-Sept. 30, 2016",New York,BUF,2016.0,FY 2016
181,Long Island,"6,211","4,491",665,"14,649","FY 2016, 4th Q, July 1-Sept. 30, 2016",New York,LNY,2016.0,FY 2016
183,New York,"17,190","20,637","3,174","42,956","FY 2016, 4th Q, July 1-Sept. 30, 2016",New York,NYC,2016.0,FY 2016
185,Queens,"5,997","4,952",801,"12,919","FY 2016, 4th Q, July 1-Sept. 30, 2016",New York,QNS,2016.0,FY 2016
189,Charlotte,"2,133","1,740",141,"3,922","FY 2016, 4th Q, July 1-Sept. 30, 2016",North Carolina,CLT,2016.0,FY 2016
191,Raleigh,"1,755","1,464",78,"3,152","FY 2016, 4th Q, July 1-Sept. 30, 2016",North Carolina,RAL,2016.0,FY 2016
195,Cincinnati,754,660,46,"1,437","FY 2016, 4th Q, July 1-Sept. 30, 2016",Ohio,CIN,2016.0,FY 2016
197,Cleveland,"1,055",744,106,"1,971","FY 2016, 4th Q, July 1-Sept. 30, 2016",Ohio,CLE,2016.0,FY 2016
199,Columbus,"1,210","1,165",100,"2,377","FY 2016, 4th Q, July 1-Sept. 30, 2016",Ohio,CLM,2016.0,FY 2016
203,Oklahoma City,981,"1,078",99,"2,025","FY 2016, 4th Q, July 1-Sept. 30, 2016",Oklahoma,OKC,2016.0,FY 2016
207,Portland,"2,047","1,562",133,"3,908","FY 2016, 4th Q, July 1-Sept. 30, 2016",Oregon,POO,2016.0,FY 2016
211,Philadelphia,"5,215","4,820",636,"11,675","FY 2016, 4th Q, July 1-Sept. 30, 2016",Pennsylvania,PHI,2016.0,FY 2016
213,Pittsburgh,769,767,57,"1,588","FY 2016, 4th Q, July 1-Sept. 30, 2016",Pennsylvania,PIT,2016.0,FY 2016
217,Providence,987,850,117,"1,741","FY 2016, 4th Q, July 1-Sept. 30, 2016",Rhode Island,PRO,2016.0,FY 2016
221,Charleston,941,"1,250",135,"1,771","FY 2016, 4th Q, July 1-Sept. 30, 2016",South Carolina,CHS,2016.0,FY 2016
225,Memphis,"1,960","1,809",129,"4,144","FY 2016, 4th Q, July 1-Sept. 30, 2016",Tennessee,MEM,2016.0,FY 2016
229,Dallas,"7,329","7,682",732,"15,724","FY 2016, 4th Q, July 1-Sept. 30, 2016",Texas,DAL,2016.0,FY 2016
231,El Paso,"1,766","1,787",130,"4,331","FY 2016, 4th Q, July 1-Sept. 30, 2016",Texas,ELP,2016.0,FY 2016
233,Harlingen,"1,369",802,140,"2,999","FY 2016, 4th Q, July 1-Sept. 30, 2016",Texas,HLG,2016.0,FY 2016
235,Houston,"7,943","7,953",789,"18,258","FY 2016, 4th Q, July 1-Sept. 30, 2016",Texas,HOU,2016.0,FY 2016
237,San Antonio,"3,753","3,382",210,"7,733","FY 2016, 4th Q, July 1-Sept. 30, 2016",Texas,SNA,2016.0,FY 2016
241,Salt Lake City,"1,259",768,75,"2,633","FY 2016, 4th Q, July 1-Sept. 30, 2016",Utah,SLC,2016.0,FY 2016
